SchoolName,Street,City,State,Zip,Address,PhysicalAddress,PhysicalCity,PhysicalState,PhysicalZip,Phone,Email,Website,Administrator,latitude,longitude
Shining Stars Academy,14115 Lancaster Highway,Charlotte,NC,28278,"14115 Lancaster Highway Charlotte, NC 28278",NA,NA,NA,NA,(704) 540-2250,balfd@shiningstarsacademy.com,www.ShiningStarsAcademy.com,Mrs. Mayra  Shahid,35.05280154,-80.87043382
Silver Creek SDA School,2195 Jamestown Road,Morganton,NC,28655,"2195 Jamestown Road Morganton, NC 28655",2195 Jamestown Road,Morganton,NC,28655,(828) 584-3010,lseefong@carolinasda.org,www.sca.school,Lindsey  Seefong,35.70309754,-81.78761813
Small Beginnings R/D,5524 Shady Crest Drive,Raleigh,NC,27613,"5524 Shady Crest Drive Raleigh, NC 27613",6548 Glenwood Avenue (Little  Doddles),Raleigh,NC,27613,(970) 769-0331,kimi.christos@gmail.com,Scholeschooling.com,Gregory Albert Bliss,35.8762102,-78.72626738
SOAR Academy,419 Twins Way,Advance,NC,27006,"419 Twins Way Advance, NC 27006",419 Twins Way,Advance,NC,27006,(336) 631-0657,donnasiegle@soartutor.com,www.mysoartutoring.com,Donna  Siegle,36.01623925,-80.42005054
South Charlotte Baptist Academy,12416 Lancaster Highway,Pineville,NC,28134,"12416 Lancaster Highway Pineville, NC 28134",12416 Lancaster Highway,Pineville,NC,28134,(704) 544-7323,info@scbacademy.org,www.scbacademy.org,Mr. Joseph  Campbell,35.07360687,-80.88006717
Southeastern Autism Academy,3114 Randall Parkway Suite 4,Wilmington,NC,28403,"3114 Randall Parkway Suite 4 Wilmington, NC 28403",3114 Randall Parkway Suite 4,Wilmington,NC,28403,(910) 769-4586,erika.merriman@oasisnc.org,www.oasisnc.org,Ms. Erika  Merriman,34.2294,-77.90251567
Southlake Christian Academy,13820 Hagers Ferry Road,Huntersville,NC,28078,"13820 Hagers Ferry Road Huntersville, NC 28078",13820 Hagers Ferry Rd.,Huntersville,NC,28078,(704) 949-2200,aburnham@southlakechristian.org,www.southlakechristian.org,Matthew  Kerlin,35.43061723,-80.93661508
Southpoint Academy,7415 Fayetteville Road,Durham,NC,27713,"7415 Fayetteville Road Durham, NC 27713",7415 Fayetteville Road,Durham,NC,27713,(919) 323-3246,brown@southpointacademy.com,www.southpointacademy.org,Dr. Vertina  Butler,35.89438351,-78.94237554
Southport Christian School,4457-A Flagship Ave SE,Southport,NC,28461,"4457-A Flagship Ave SE Southport, NC 28461",4457-A Flagship Ave SE,Southport,NC,28461,(910) 457-5060,lisa.kjome@southportchristianschool.com,www.southportchristian.com,Mrs. Lisa  Kjome,33.9412863,-78.06194781
Southside Academy,2221 W. Raleigh Blvd.,Rocky Mount,NC,27803,"2221 W. Raleigh Blvd. Rocky Mount, NC 27803",2221 W. Raleigh Blvd.,Rocky Mount,NC,27803,(252) 212-3441,bwalker@southside.academy,www.southside.academy,Breona M Walker,35.92159208,-77.82417496
Southside Christ. School  Inc.,1696 Amelia Church Road  Southside Christian School,Clayton,NC,27520,"1696 Amelia Church Road  Southside Christian School Clayton, NC 27520",1696 Amelia Church Road  3000 E. Garner Road  Raleigh,Clayton,NC,27520,(919) 553-7652,jdavis@scswarriors.com,www.scswarriors.com,Mrs. Jenene  Davis,35.63790183,-78.49494094
Southview Christian School,625 Wallace Springs Road,Statesville,NC,28677,"625 Wallace Springs Road Statesville, NC 28677",625 Wallace Springs Road,Statesville,NC,28625,(704) 872-9554,don.russell@southviewchristian.org,www.southviewchristian.org,Mr. Donald  Russell,35.74060634,-80.91528886
Spruce Pine Montessori School,67 Walnut Avenue,Spruce Pine,NC,28777,"67 Walnut Avenue Spruce Pine, NC 28777",67 Walnut Avenue,Spruce Pine,NC,28777,(828) 520-1145,headofschool@sprucepinemontessori.org,www.sprucepinemontessori.org,Jennifer  Rambo,35.91662492,-82.06694514
St. Andrew's Episcopal School,301 S.Circle Drive,Rocky Mount,NC,27804,"301 S.Circle Drive Rocky Mount, NC 27804",301 S. Circle Drive,Rocky Mount,NC,27804,(252) 443-2070,standrewspreschool@live.com,www.standrewsrmt.com,Mrs. Tara  Vester,35.96054096,-77.83319105
St. Ann Catholic School,365 N. Cool Spring Street,Fayetteville,NC,28301,"365 N. Cool Spring Street Fayetteville, NC 28301",365 N. Cool Spring Street,Fayetteville,NC,28301,(910) 483-3902,adminasst@mysacs.org,www.stanncatholicschool.net,Lee  Pittman,35.05514563,-78.87381285
St. Ann Catholic School,600 Hillside Avenue,Charlotte,NC,28209,"600 Hillside Avenue Charlotte, NC 28209",600 Hillside Avenue,Charlotte,NC,28209,(704) 525-4938,cflittle@stannschool.net,www.stanncatholic.org,Ms. Celene  Little,35.17969677,-80.84891958
St. Anne's Parish Day School,711 Henderson Drive,Jacksonville,NC,28540,"711 Henderson Drive Jacksonville, NC 28540",711 Henderson Drive,Jacksonville,NC,28540,(910) 347-0755,stannesdayschool@gmail.com,www.stannesdayschool.com,Mrs. Pamela  Banta,34.77412341,-77.4272119
St. Catherine of Siena Cath Sch,520 W. Holding Avenue,Wake Forest,NC,27587,"520 W. Holding Avenue Wake Forest, NC 27587",520 W. Holding Avenue,Wake Forest,NC,27587,(919) 556-7613,cschwarz@scswf.org,www.scswf.org/school,Catherine  Schwarz,35.97330329,-78.52265474
St. David's School,3400 White Oak Road,Raleigh,NC,27609,"3400 White Oak Road Raleigh, NC 27609",3400 White Oak Road,Raleigh,NC,27609,(919) 782-3331,kbateman@sdsw.org,www.sdsw.org,Matt  Hillegass,35.82228681,-78.64769059
St. Egbert Catholic School,1705 Evans Street,MOREHEAD CITY,NC,28557,"1705 Evans Street MOREHEAD CITY, NC 28557",1705 EVANS ST,Morehead City,NC,28557,(252) 726-3418,adminassistant@stegbert.org,www.stegbert.org,Denise A. Leuci,34.72136111,-76.72569355
St. Gabriel Catholic School,3028 Providence Road,Charlotte,NC,28211,"3028 Providence Road Charlotte, NC 28211",3028 Providence Road,Charlotte,NC,28211,(704) 366-2409,mjsnoke@stgabrielschool.net,www.stgabrielcatholicschool.org,Ms. Michele  Snoke,35.16990711,-80.80668618
St. Gerard House,705 Oakland Street,Hendersonville,NC,28791,"705 Oakland Street Hendersonville, NC 28791",705 OAKLAND ST,HENDERSONVILLE,NC,28791,(828) 693-4223,rachael@stgerardhouse.org,www.stgerardhouse.org,Rachael  Cushing Cook,35.31993273,-82.46499585
St. John Paul II Catholic School,2922 Camp Easter Rd.,Southern Pines,NC,28387,"2922 Camp Easter Rd. Southern Pines, NC 28387",2922 Camp Easter Rd.,Southern Pines,NC,28387,(910) 692-6241,mkajfez@jp2catholicschool.org,www.sjp2catholicschool.com,Marian V. Kajfez,35.21271933,-79.38086383
St. John the Baptist Academy,2419 Rhyneland St,Gastonia,NC,28054,"2419 Rhyneland St Gastonia, NC 28054",2024 Redbud Drive,Gastonia,NC,28056,(704) 678-0083,zwhite104@gmail.com,stjba.org,Zachary Logan White,35.29106505,-81.15392877
St. John's Lutheran Day Sch.,2415 Silas Creek Parkway,Winston-Salem,NC,27103,"2415 Silas Creek Parkway Winston-Salem, NC 27103",2415 Silas Creek Parkway,Winston-Salem,NC,27103,(336) 725-1651,tbanks@stjohnsws.org,www.stjohnsfalcons.org,Ms Tiffany  Banks,36.07016402,-80.28196205
St. Joseph Academy,175 Rich Cove Road,Maggie Valley,NC,28751,"175 Rich Cove Road Maggie Valley, NC 28751",175 Rich Cove Road,Maggie Valley,NC,28751,(828) 926-5385,glamwebb@gmail.com,NA,Sister Mary Ruth Ruth Masters,35.52057701,-83.09565271
St. Leo Catholic School,333 Springdale Avenue,Winston-Salem,NC,27104,"333 Springdale Avenue Winston-Salem, NC 27104",333 Springdale Avenue,Winston-Salem,NC,27104,(336) 748-8252,gcallus@stleocatholic.com,www.stleocatholic.com,Gary M. Callus,36.10250031,-80.27277012
St. Mark Catholic School,1013 Eastwood Road,Wilmington,NC,28403,"1013 Eastwood Road Wilmington, NC 28403",1013 Eastwood Road,Wilmington,NC,28403,(910) 452-2800,tburton@smcsnc.org,www.smcsnc.org,Mr. Tripp  Burton,34.23614183,-77.84560609
St. Mark Catholic School,14750 Stumptown Road,Huntersville,NC,28078,"14750 Stumptown Road Huntersville, NC 28078",14750 Stumptown Road,Huntersville,NC,28215,(704) 766-5000,jathornley@stmarkcatholic.net,www.stmarkcatholic.net,Mrs. Julie  Thornley,35.42065463,-80.86671672
St. Mary Catholic School,217 S. 4th St.,WILMINGTON,NC,28401,"217 S. 4th St. WILMINGTON, NC 28401",217 South Fourth Street,Wilmington,NC,28401,(910) 762-5491,principal@thestmaryparish.org,www.thestmaryschool.org,Mrs. Joyce M. Price,34.23293483,-77.94430014
St. Mary Catholic School,1601 Edgerton Street,Goldsboro,NC,27530,"1601 Edgerton Street Goldsboro, NC 27530",1601 Edgerton Street,Goldsboro,NC,27530,(919) 735-1931,danielkilgore@smagoldsboro.org,www.smsgoldsboro.org,Daniel  Kilgore,35.3864441,-77.96988705
St. Mary Magdalene Catholic Sch,625 Magdala Place,Apex,NC,27502,"625 Magdala Place Apex, NC 27502",625 Magdala Place,Apex,NC,27502,(919) 657-4800,lane@stmm.net,http://school.stmm.net/,Peggy  Lane,35.72430689,-78.87535814
St. Mary's Christian Academy,3407 N. New Hope Road,Raleigh,NC,27604,"3407 N. New Hope Road Raleigh, NC 27604",3407 N. New Hope Road,Raleigh,NC,27604,(919) 878-0559,cora@stmaryyouth.org,www.StMaryYouth.org,Cora M. Burrell,35.82702921,-78.56936608
St. Matthew Catholic School,11525 Elm Lane,Charlotte,NC,28277,"11525 Elm Lane Charlotte, NC 28277",11525 Elm Lane,Charlotte,NC,28277,(704) 544-2070,stmatthewschool@stmatthewschool.net,www.stmattwildcats.com,Mr. Kevin  O'Herron,35.05416074,-80.81448752
St. Michael the Archangel Cath Sch,810 High House Road,Cary,NC,27513,"810 High House Road Cary, NC 27513",810 High House Road,Cary,NC,27513,(919) 468-6150,tnavarro@stmcary.org,www.stmcary.org,Ms. Tara  Navarro,35.78569135,-78.82140684
St. Michael's Catholic School,704 St. Michael's Lane,Gastonia,NC,28052,"704 St. Michael's Lane Gastonia, NC 28052",704 St. Michael's Lane,Gastonia,NC,28052,(704) 865-4382,CEEagan@stmcsg.org,www.stmichaelsgastonia.org,Jacob  Nolan,35.24596345,-81.19704563
St. Patrick Catholic School,1620 Marlborough Road,Fayetteville,NC,28304,"1620 Marlborough Road Fayetteville, NC 28304",1620 Marlborough Road,Fayetteville,NC,28304,(910) 323-1865,clark@spcsnc.org,www.spcsnc.org,Ms Christa  Larkin,35.03522323,-78.92229153
St. Patrick Catholic School,1125 Buchanan Street,Charlotte,NC,28203,"1125 Buchanan Street Charlotte, NC 28203",1125 Buchanan Street,Charlotte,NC,28203,(704) 333-3174,amtobergte@stpatrickschool.net,www.saintpatrickschool.org,Mrs. Amy  Tobergte,35.20525961,-80.84539659
St. Paul Catholic Education Ctr,3007 Country Club Road,New Bern,NC,28562,"3007 Country Club Road New Bern, NC 28562",3007 Country Club Road,New Bern,NC,28562,(252) 633-0100,dkierski@stpaulcs.org,www.stpaulcs.org,Deacon David  Kierski,35.08520163,-77.06955688
St. Peter's Catholic School,2606 East 5th Street,Greenville,NC,27858,"2606 East 5th Street Greenville, NC 27858",2606 E 5th St,Greenville,NC,27858,(252) 752-3529,dsommer@spcsnc.net,www.stpeterscatholicschool.com,Debbie  Sommer,35.60675196,-77.34923051
St. Pius X Catholic School,2200 North Elm Street,Greensboro,NC,27408,"2200 North Elm Street Greensboro, NC 27408",2200 North Elm Street,Greensboro,NC,27408,(336) 273-9865,ckloesz@spxschool.com,www.spxschool.com,Mr. Christopher  Kloesz,36.10278305,-79.78785756
St. Raphael's Catholic School,5815 Falls of Neuse Road,Raleigh,NC,27609,"5815 Falls of Neuse Road Raleigh, NC 27609",5815 Falls of Neuse Road,Raleigh,NC,27609,(919) 865-5750,jwhitmore@saintraphael.org,www.saintraphaelschool.org,Mr. Joseph  Whitmore,35.86104948,-78.61911846
St. Stephen's Lutheran School,2304 Springs Road  NE,Hickory,NC,28601,"2304 Springs Road  NE Hickory, NC 28601",2304 Springs Road,Hickory,NC,28601,(828) 256-2166,school@sslcms.org,www.sslswarriors.org,Mr. Ross  Chiles,35.74653276,-81.29118316
St. SYA Academy II,3102 CEDARWOOD DR,DURHAM,NC,27707,"3102 CEDARWOOD DR DURHAM, NC 27707",3102 Cedarwood Drive,Durham,NC,27707,(919) 768-7421,nonidavis1961@gmail.com,www.stsya.org,Dr. Daphne L. Davis,35.95276084,-78.91506372
St. Thomas More Academy,3109 Spring Forest Road,Raleigh,NC,27616,"3109 Spring Forest Road Raleigh, NC 27616",3109 Spring Forest Road,Raleigh,NC,27616,(919) 878-7640,brad.watkins@stmacademy.org,www.stmacademy.org,Deacon Brad  Watkins,35.85523639,-78.58898762
St. Thomas More Catholic School,920 Carmichael Street,Chapel Hill,NC,27514,"920 Carmichael Street Chapel Hill, NC 27514",920 Carmichael Street,Chapel Hill,NC,27514,(919) 942-6243,dfulford@stmcsnc.org,www.stmcsnc.org,Darrell  Fulford,35.90482225,-79.03035199
St. Timothy's School,4523 Six Forks Road,Raleigh,NC,27609,"4523 Six Forks Road Raleigh, NC 27609",4523 Six Forks Road,Raleigh,NC,27609,(919) 787-3011,ttinnesz@sttimothys.org,www.sttimothys.org,Mr. Timothy L. Tinnesz,35.84190319,-78.64312393
Star Christian Academy,4423 Wilson Mills Road,Smithfield,NC,27577,"4423 Wilson Mills Road Smithfield, NC 27577",4423 Wilson Mills Road,Clayton,NC,27527,(252) 395-2771,starchristianacademy@gmail.com,https://starchristianacademy.net/,Mr. Mohammad  Haleem,35.58125447,-78.35593464
Starboard Christian Academy,2380 Lake Shore Road S,Denver,NC,28037,"2380 Lake Shore Road S Denver, NC 28037",2380 Lake Shore Road S,Denver,NC,28037,(704) 775-3724,starboard@starboardchristian.com,http://starboardchristian.com/,Jennifer  Stahler,35.49458577,-80.99255359
Statesville Christian School,1210 Museum Road,Statesville,NC,28625,"1210 Museum Road Statesville, NC 28625",1210 Museum Road,Statesville,NC,28625,(704) 873-9511,ktaylor@statesvillechristian.org,www.statesvillechristian.org,Dr. Ben  Hummel,35.81087338,-80.90107156
Statesville Montessori School,1012 Harmony Drive,Statesville,NC,28677,"1012 Harmony Drive Statesville, NC 28677",1012 Harmony Drive,Statesville,NC,28677,(704) 873-1092,staceyc@statesvillemontessori.org,www.statesvillemontessori.org,Mrs. Stacey S. Crosswhite,35.78131602,-80.86744414
Strait Path Academy,4111 Dover Fort Barnwell Road,DOVER,NC,28526,"4111 Dover Fort Barnwell Road DOVER, NC 28526",4111 Dover Fort Barnwell Road,Dover,NC,28526,(252) 361-5333,edfranmitchell626@yahoo.com,NA,Mrs. Frances  Mitchell,35.29093664,-77.34215973
Straitway Baptist School,1118 Carolina Avenue,Albemarle,NC,28001,"1118 Carolina Avenue Albemarle, NC 28001",1084 Carolina Avenue,Albermarle,NC,28001,(704) 982-9000,sbss131981@gmail.com,NA,Mr. Kenny  Parker,35.3624087,-80.2081946
Summit School,2100 Reynolda Road,Winston-Salem,NC,27106,"2100 Reynolda Road Winston-Salem, NC 27106",2100 Reynolda Road,Winston-Salem,NC,27106,(336) 722-2777,kculp@summitmail.org,https://www.summitschool.com/,Dr. Michael  Ebeling,36.1235312,-80.28366837
Sure Promise Christian Academy,4301 Pearl Road,Raleigh,NC,27610,"4301 Pearl Road Raleigh, NC 27610",4301 Pearl Road,Raleigh,NC,27610,(919) 890-5639,oliverpittman@me.com,www.surepromisechurch.org,Oliver  Pittman,35.72363359,-78.56084784
Swift Creek Mennonite School,1283 Honolulu Road,Grifton,NC,28530,"1283 Honolulu Road Grifton, NC 28530",1280 Honolulu Road (911 loc. Add.),Grifton,NC,28530,(252) 717-2483,chadtoews@yahoo.com,NA,Mr. Chad  Toews,35.36586666,-77.28886005
Tabernacle Christian School,1225 29th Avenue Drive  NE,Hickory,NC,28601,"1225 29th Avenue Drive  NE Hickory, NC 28601",1225 29th Avenue Drive  NE,Hickory,NC,28601,(828) 324-9936,tim.missey@tcshickory.org,www.tabernaclechristianschool.org,Tim  Missey,35.76826667,-81.30896758
Tabernacle Christian School,2900 Walkup Avenue,Monroe,NC,28110,"2900 Walkup Avenue Monroe, NC 28110",2900 Walkup Avenue,Monroe,NC,28232,(704) 283-4395,vcollins@tcsmonroe.com,www.tcsmonroe.com,Mr. Stephen  Leonard,34.99140047,-80.49840774
Teaching Achieving Students Acad,12026 University Blvd,Harrisburg,NC,28075,"12026 University Blvd Harrisburg, NC 28075",12026 University Blvd,Harrisburg,NC,28075,(704) 453-9534,flcowan2012@gmail.com,www.tasacademy.org,Mrs. Jennifer  Lewis,35.31541242,-80.68284503
Temple Baptist School,76 Hawkins Lane,Asheville,NC,28806,"76 Hawkins Lane Asheville, NC 28806",76 Hawkins Lane,Asheville,NC,28806,(828) 252-3712,templegeneral@templebaptistschool.org,www.templebaptistasheville.com,Mr. Brian  Washburn,35.59036241,-82.58854054
Temple Beth Or Preschool and K,5315 Creedmoor Road,Raleigh,NC,27612,"5315 Creedmoor Road Raleigh, NC 27612",5315 Creedmoor Road,Raleigh,NC,27612,(919) 341-9934,mhans@tbopreschool.org,tbopreschool.org,Megan D Hans,35.85476004,-78.68067268
Temple Christian Academy,1500 Kingdom Way,New Bern,NC,28560,"1500 Kingdom Way New Bern, NC 28560",1500 Kingdom Way,New Bern,NC,28560,(252) 633-3330,ckrieger@temple.church,temple.church/tca,Cody Richard Krieger,35.10301278,-77.06330019
Temple Christian School,165 Airport Road,Rockingham,NC,28379,"165 Airport Road Rockingham, NC 28379",165 Airport Road,Rockingham,NC,28379,(910) 997-3179,ntemplechristia@carolina.rr.com,www.templetigers165.com,Rev. Joey  Byrd,34.92557143,-79.77606934
Thales Acad. Holly Springs PK5,11244 Holly Springs New Hill Rd,Holly Springs,NC,27540,"11244 Holly Springs New Hill Rd Holly Springs, NC 27540",11244 Holly Springs New Hill Rd,Holly Springs,NC,27540,(919) 762-7297,molly.thomas@thalesacademy.org,thalesacademy.org,Molly  Thomas,35.66102696,-78.85598955
Thales Academy,8012 New Town Road,Waxhaw,NC,28173,"8012 New Town Road Waxhaw, NC 28173",8012 New Town Road,Waxhaw,NC,28173,(704) 256-5370,colleen.wixson@thalesacademy.org,www.thalesacademy.org,Colleen  Wixson,34.99155739,-80.76302771
Thales Academy JH/HS Apex,1300 N. Salem Street,Apex,NC,27502,"1300 N. Salem Street Apex, NC 27502",1300 N. Salem Street,Apex,NC,27502,(919) 629-4200,allison.burns@thalesacademy.org,NA,Allison  Burns,35.7449889,-78.85079673
Thales Academy JHHS Rolesville,1201 Granite Falls Boulevard,Rolesville,NC,27571,"1201 Granite Falls Boulevard Rolesville, NC 27571",1201 Granite Falls Boulevard,Rolesville,NC,27571,(919) 435-2715,ashley.bahor@thalesacademy.org,www.thalesacademy.org,Ashley  Bahor,35.91952282,-78.47232914
Thales Academy of Apex,1177 Ambergate Station,Apex,NC,27502,"1177 Ambergate Station Apex, NC 27502",1177 Ambergate Station,Apex,NC,27502,(919) 303-3108,kristin.davis@thalesacademy.org,www.thalesacademy.org,Kristin  Davis,35.73643466,-78.84755204
Thales Academy of Cary,1120 Buck Jones Road,Raleigh,NC,27606,"1120 Buck Jones Road Raleigh, NC 27606",1120 Buck Jones Road,Raleigh,NC,27606,(919) 234-1350,katie.jones@thalesacademy.org,NA,Katie  Jones,35.76740069,-78.74113241
Thales Academy of Raleigh,8151 Town Drive,Raleigh,NC,27616,"8151 Town Drive Raleigh, NC 27616",8151 Town Drive,Raleigh,NC,27616,(919) 882-2320,janice.holton@thalesacademy.org,www.thalesacademy.org,Ms. Janice  Holton,35.86960405,-78.56054918
The Academy,900 McDonald Avenue,Hamlet,NC,28345,"900 McDonald Avenue Hamlet, NC 28345",107 Hamilton Avenue,Hamlet,NC,28345,(910) 334-2523,itommyvikkik@carolina.rr.com,NA,Vickie  King,34.88771245,-79.71335153
The Burlington School,1615 Greenwood Terrace,Burlington,NC,27215,"1615 Greenwood Terrace Burlington, NC 27215",1615 Greenwood Terrace,Burlington,NC,27215,(336) 228-0296,rwall@theburlingtonschool.org,www.theburlingtonschool.org,Mr. Ronnie  Wall,36.10101665,-79.46600831
The Chosen One's,9221 Old Red Springs Rd.,Red Springs,NC,28377,"9221 Old Red Springs Rd. Red Springs, NC 28377",9221 Old Red Springs Rd.,Red Springs,NC,28377,(910) 843-8240,kidzpointelearningcenter@yahoo.com,NA,Joyce Hammonds Jones,34.79985749,-79.19691754
The Ethos School,1895 Rothesay Drive,Apex,NC,27502,"1895 Rothesay Drive Apex, NC 27502",107 Quade Dr,Cary,NC,27513,(919) 653-4907,admissions@theethosschool.org,www.theethosschool.org,Rashmi Ankit Patel,35.71559369,-78.92151175
The Guardian Christian Academy,4326 Bahama Road,Rougemont,NC,27572,"4326 Bahama Road Rougemont, NC 27572",NA,NA,NC,NA,(984) 244-2742,jgriffin@theguardianelc.com,NA,JAMES  GRIFFIN,36.19558067,-78.8477223
The Halton School,11414 Beatties Ford Road,Huntersville,NC,28078,"11414 Beatties Ford Road Huntersville, NC 28078",11414 Beatties Ford Road,Huntersville,NC,28078,(704) 685-8108,heidi.bertino-daum@thehaltonschool.org,www.thehaltonschoo.org,Heidi  Bertino-Daum,35.3760844,-80.90803148
The James B Dudley Academy,3420 Wrightsville Ave,Wilmington,NC,28403,"3420 Wrightsville Ave Wilmington, NC 28403",3420 Wrightsville Ave,Wilmington,NC,28403,(910) 769-1774,contact@dudleyacademy.org,www.dudleyacademy.org,Kwabene B Williams,34.22270959,-77.90138731
The Learning Academy,416 Carey Chapel Road,Henderson,NC,27537,"416 Carey Chapel Road Henderson, NC 27537",NA,NA,NA,NA,(252) 432-3442,thelearningacademy75@gmail.com,NA,Rachel Marie Weaver,36.32161487,-78.35844065
The Learning Center,5956 Jenkins Road,Morganton,NC,28655,"5956 Jenkins Road Morganton, NC 28655",5208 Foreman Street,Morganton,NC,28655,(828) 764-4216,tamellawhite6@gmail.com,NA,Tamella  White,35.65950902,-81.73439248
The Learning Experience,11625 Providence Road West,Charlotte,NC,28277,"11625 Providence Road West Charlotte, NC 28277",11625 Providence Road West,Charlotte,NC,28277,(704) 752-5200,charlotte2@tlecorp.com,https://thelearningexperience.com/center/charlotte,Janice  Rosas,35.04184586,-80.8560232
